   в OpenQA.Selenium.WebDriver.Execute(String driverCommandToExecute, Dictionary`2 parameters)
   в OpenQA.Selenium.WebDriver.InternalExecute(String driverCommandToExecute, Dictionary`2 parameters)
   в OpenQA.Selenium.WebElement.Execute(String commandToExecute, Dictionary`2 parameters)
   в OpenQA.Selenium.WebElement.FindElement(String mechanism, String value)
   в OpenQA.Selenium.By.<.ctor>b__11_0(ISearchContext context)
   в OpenQA.Selenium.By.FindElement(ISearchContext context)
   в OpenQA.Selenium.WebElement.FindElement(By by)
   в HomeTaskService1.Service1.Thread0() в C:\Users\kosus\Desktop\HomeTaskService1\HomeTaskService1\Service1.cs:строка 147; 28.05.2022 0:39:06| Ошибка System.ObjectDisposedException: Доступ к ликвидированному объекту невозможен.
Имя объекта: "System.Net.Http.HttpClient".
   в System.Net.Http.HttpClient.CheckDisposed()
   в System.Net.Http.HttpClient.SendAsync(HttpRequestMessage request, HttpCompletionOption completionOption, CancellationToken cancellationToken)
   в System.Net.Http.HttpClient.SendAsync(HttpRequestMessage request)
   в OpenQA.Selenium.Remote.HttpCommandExecutor.<MakeHttpRequest>d__35.MoveNext()
--- Конец трассировка стека из предыдущего расположения, где возникло исключение ---
   в System.Runtime.CompilerServices.TaskAwaiter.ThrowForNonSuccess(Task task)
   в System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   в System.Runtime.CompilerServices.TaskAwaiter`1.GetResult()
   в OpenQA.Selenium.Remote.HttpCommandExecutor.Execute(Command commandToExecute)
   в OpenQA.Selenium.Remote.DriverServiceCommandExecutor.Execute(Command commandToExecute)
   в OpenQA.Selenium.WebDriver.Execute(String driverCommandToExecute, Dictionary`2 parameters)
   в OpenQA.Selenium.WebDriver.InternalExecute(String driverCommandToExecute, Dictionary`2 parameters)
   в OpenQA.Selenium.WebElement.Execute(String commandToExecute, Dictionary`2 parameters)
   в OpenQA.Selenium.WebElement.FindElement(String mechanism, String value)
   в OpenQA.Selenium.By.<.ctor>b__11_0(ISearchContext context)
   в OpenQA.Selenium.By.FindElement(ISearchContext context)
   в OpenQA.Selenium.WebElement.FindElement(By by)
   в HomeTaskService1.Service1.Thread0() в C:\Users\kosus\Desktop\HomeTaskService1\HomeTaskService1\Service1.cs:строка 147; 28.05.2022 0:39:06| Ошибка System.ObjectDisposedException: Доступ к ликвидированному объекту невозможен.
Имя объекта: "System.Net.Http.HttpClient".
   в System.Net.Http.HttpClient.CheckDisposed()
   в System.Net.Http.HttpClient.SendAsync(HttpRequestMessage request, HttpCompletionOption completionOption, CancellationToken cancellationToken)
   в System.Net.Http.HttpClient.SendAsync(HttpRequestMessage request)
   в OpenQA.Selenium.Remote.HttpCommandExecutor.<MakeHttpRequest>d__35.MoveNext()
--- Конец трассировка стека из предыдущего расположения, где возникло исключение ---
   в System.Runtime.CompilerServices.TaskAwaiter.ThrowForNonSuccess(Task task)
   в System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   в System.Runtime.CompilerServices.TaskAwaiter`1.GetResult()
   в OpenQA.Selenium.Remote.HttpCommandExecutor.Execute(Command commandToExecute)
   в OpenQA.Selenium.Remote.DriverServiceCommandExecutor.Execute(Command commandToExecute)
   в OpenQA.Selenium.WebDriver.Execute(String driverCommandToExecute, Dictionary`2 parameters)
   в OpenQA.Selenium.WebDriver.InternalExecute(String driverCommandToExecute, Dictionary`2 parameters)
   в OpenQA.Selenium.WebElement.Execute(String commandToExecute, Dictionary`2 parameters)
   в OpenQA.Selenium.WebElement.FindElement(String mechanism, String value)
   в OpenQA.Selenium.By.<.ctor>b__11_0(ISearchContext context)
   в OpenQA.Selenium.By.FindElement(ISearchContext context)
   в OpenQA.Selenium.WebElement.FindElement(By by)
   в HomeTaskService1.Service1.Thread0() в C:\Users\kosus\Desktop\HomeTaskService1\HomeTaskService1\Service1.cs:строка 147; 28.05.2022 0:39:06| Ошибка System.ObjectDisposedException: Доступ к ликвидированному объекту невозможен.
Имя объекта: "System.Net.Http.HttpClient".
   в System.Net.Http.HttpClient.CheckDisposed()
   в System.Net.Http.HttpClient.SendAsync(HttpRequestMessage request, HttpCompletionOption completionOption, CancellationToken cancellationToken)
   в System.Net.Http.HttpClient.SendAsync(HttpRequestMessage request)
   в OpenQA.Selenium.Remote.HttpCommandExecutor.<MakeHttpRequest>d__35.MoveNext()
--- Конец трассировка стека из предыдущего расположения, где возникло исключение ---
   в System.Runtime.CompilerServices.TaskAwaiter.ThrowForNonSuccess(Task task)
   в System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   в System.Runtime.CompilerServices.TaskAwaiter`1.GetResult()
   в OpenQA.Selenium.Remote.HttpCommandExecutor.Execute(Command commandToExecute)
   в OpenQA.Selenium.Remote.DriverServiceCommandExecutor.Execute(Command commandToExecute)
   в OpenQA.Selenium.WebDriver.Execute(String driverCommandToExecute, Dictionary`2 parameters)
   в OpenQA.Selenium.WebDriver.InternalExecute(String driverCommandToExecute, Dictionary`2 parameters)
   в OpenQA.Selenium.WebElement.Execute(String commandToExecute, Dictionary`2 parameters)
   в OpenQA.Selenium.WebElement.FindElement(String mechanism, String value)
   в OpenQA.Selenium.By.<.ctor>b__11_0(ISearchContext context)
   в OpenQA.Selenium.By.FindElement(ISearchContext context)
   в OpenQA.Selenium.WebElement.FindElement(By by)
   в HomeTaskService1.Service1.Thread0() в C:\Users\kosus\Desktop\HomeTaskService1\HomeTaskService1\Service1.cs:строка 147; 28.05.2022 0:39:06| Ошибка System.ObjectDisposedException: Доступ к ликвидированному объекту невозможен.
Имя объекта: "System.Net.Http.HttpClient".
   в System.Net.Http.HttpClient.CheckDisposed()
   в System.Net.Http.HttpClient.SendAsync(HttpRequestMessage request, HttpCompletionOption completionOption, CancellationToken cancellationToken)
   в System.Net.Http.HttpClient.SendAsync(HttpRequestMessage request)
   в OpenQA.Selenium.Remote.HttpCommandExecutor.<MakeHttpRequest>d__35.MoveNext()
--- Конец трассировка стека из предыдущего расположения, где возникло исключение ---
   в System.Runtime.CompilerServices.TaskAwaiter.ThrowForNonSuccess(Task task)
   в System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   в System.Runtime.CompilerServices.TaskAwaiter`1.GetResult()
   в OpenQA.Selenium.Remote.HttpCommandExecutor.Execute(Command commandToExecute)
   в OpenQA.Selenium.Remote.DriverServiceCommandExecutor.Execute(Command commandToExecute)
   в OpenQA.Selenium.WebDriver.Execute(String driverCommandToExecute, Dictionary`2 parameters)
   в OpenQA.Selenium.WebDriver.InternalExecute(String driverCommandToExecute, Dictionary`2 parameters)
   в OpenQA.Selenium.WebElement.Execute(String commandToExecute, Dictionary`2 parameters)
   в OpenQA.Selenium.WebElement.FindElement(String mechanism, String value)
   в OpenQA.Selenium.By.<.ctor>b__11_0(ISearchContext context)
   в OpenQA.Selenium.By.FindElement(ISearchContext context)
   в OpenQA.Selenium.WebElement.FindElement(By by)
   в HomeTaskService1.Service1.Thread0() в C:\Users\kosus\Desktop\HomeTaskService1\HomeTaskService1\Service1.cs:строка 147; 28.05.2022 0:39:07| Ошибка System.ObjectDisposedException: Доступ к ликвидированному объекту невозможен.
Имя объекта: "System.Net.Http.HttpClient".
   в System.Net.Http.HttpClient.CheckDisposed()
   в System.Net.Http.HttpClient.SendAsync(HttpRequestMessage request, HttpCompletionOption completionOption, CancellationToken cancellationToken)
   в System.Net.Http.HttpClient.SendAsync(HttpRequestMessage request)
   в OpenQA.Selenium.Remote.HttpCommandExecutor.<MakeHttpRequest>d__35.MoveNext()
